time,x,y,yaw,v,a,phi
5.499999999999988454e+00,-1.313558321831509001e+00,-2.240862159560505162e+00,-5.551751536134637011e-01,1.111720767313852054e+00,3.907073047250823536e-03,2.052477806111038527e-01
5.549999999999988276e+00,-1.266320854446579824e+00,-2.270161124324639790e+00,-5.423175271380790141e-01,1.111916120966214505e+00,-2.645634869088547662e-03,1.976605379515530003e-01
5.599999999999988098e+00,-1.218702220692136295e+00,-2.298855363633629523e+00,-5.299458794047458010e-01,1.111783839222760140e+00,1.890361153635131434e-03,2.098103345695890853e-01
5.649999999999987921e+00,-1.170737951986859260e+00,-2.326954957767001453e+00,-5.167932189912847196e-01,1.111878357280441820e+00,-4.139605580021700135e-03,2.010665626707546783e-01
5.699999999999987743e+00,-1.122404149448727129e+00,-2.354423616920234608e+00,-5.042030086336785066e-01,1.111671377001440808e+00,2.200842536841247075e-04,2.120750905835526723e-01
5.749999999999987566e+00,-1.073737411757610616e+00,-2.381276582652435359e+00,-4.909053951830671392e-01,1.111682381214124993e+00,-4.645104293096861611e-03,1.977227416826096706e-01
5.799999999999987388e+00,-1.024717421718975396e+00,-2.407480301250505939e+00,-4.785323522841399835e-01,1.111450125999470240e+00,-1.060229406647666050e-03,2.101776891591183583e-01
5.849999999999987210e+00,-9.753872807785142207e-01,-2.433070155709936344e+00,-4.653599262198750419e-01,1.111397114529137919e+00,4.490065351581716546e-03,2.078338191662764678e-01
5.899999999999987033e+00,-9.257267174756516059e-01,-2.458006821844398004e+00,-4.523393597366722196e-01,1.111621617796717088e+00,-1.447306258984927888e-03,1.963886495768679130e-01
5.949999999999986855e+00,-8.757355871577807704e-01,-2.482299689983506585e+00,-4.400526662818359247e-01,1.111549252483767791e+00,3.135302751191039461e-03,1.928786815195271398e-01
5.999999999999986677e+00,-8.254530322303883505e-01,-2.505974972911421350e+00,-4.279919459605108223e-01,1.111706017621327369e+00,-2.427997920512535001e-03,1.819724095529350882e-01
6.049999999999986500e+00,-7.748814690358610813e-01,-2.529045358042593783e+00,-4.166273468315894735e-01,1.111584617725301705e+00,1.191957973537884205e-03,1.758083865843292626e-01
6.099999999999986322e+00,-7.240565422950621111e-01,-2.551537083803441242e+00,-4.056570938911612245e-01,1.111644215623978527e+00,-3.503703191079318973e-03,1.631616388900870018e-01
6.149999999999986144e+00,-6.729852007952169535e-01,-2.573471080993461779e+00,-3.954901746196275436e-01,1.111469030464424579e+00,-2.902882398647350448e-04,1.518519402865425860e-01
6.199999999999985967e+00,-6.217015845739931601e-01,-2.594881340718136808e+00,-3.860408358694937259e-01,1.111454516052431396e+00,3.239580273121373324e-03,1.259534253400410031e-01
6.249999999999985789e+00,-5.702186204193921970e-01,-2.615805782287493830e+00,-3.782221403769646106e-01,1.111616495066087396e+00,-1.050482491610305134e-03,1.138526613026697581e-01
6.299999999999985612e+00,-5.185661031769301932e-01,-2.636330049455280822e+00,-3.711604631308694779e-01,1.111563970941506829e+00,2.021555928842448668e-03,1.037783566151936343e-01
