-4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
-3.880353615788847854e+00,2.009205582284538938e+00,7.678862739677876081e-02
-3.761765994875471364e+00,2.027562492866260779e+00,1.535772547935575216e-01
-3.644936044845151990e+00,2.054962543521563045e+00,2.303658821903362686e-01
-3.530552314280241077e+00,2.091244249408329647e+00,3.071545095871150433e-01
-3.419288934732656493e+00,2.136193780792428942e+00,3.839431369838938179e-01
-3.311801647664541992e+00,2.189546223273881598e+00,4.607317643806725926e-01
-3.208723939772692990e+00,2.250987139085437239e+00,5.375203917774513673e-01
-3.110663309473590044e+00,2.320154420261891559e+00,6.143090191742300865e-01
-3.018197686552869019e+00,2.396640422758316014e+00,6.910976465710088057e-01
-2.931872026080371008e+00,2.479994368939567373e+00,7.678862739677875249e-01
-2.931872026080371008e+00,2.479994368939567373e+00,7.678862739677875249e-01
-2.838649613671341054e+00,2.555556143830319371e+00,6.811431013362526654e-01
-2.739231450279551616e+00,2.622757548486795098e+00,5.943999287047178059e-01
-2.634365126806792912e+00,2.681093251116545950e+00,5.076567560731829465e-01
-2.524839202472606292e+00,2.730124587002304093e+00,4.209135834416480315e-01
-2.411477275116148622e+00,2.769482857112018692e+00,3.341704108101131165e-01
-2.295131788019510566e+00,2.798872100590646284e+00,2.474272381785782016e-01
-2.176677619823077947e+00,2.818071320285498782e+00,1.606840655470432866e-01
-2.057005505734599282e+00,2.826936144569947018e+00,7.394089291550838550e-02
-1.937015339502242250e+00,2.825399912969134508e+00,-1.280227971602651560e-02
-1.817609406518527537e+00,2.813474177424161837e+00,-9.954545234756141669e-02
-1.817609406518527537e+00,2.813474177424161837e+00,-9.954545234756141669e-02
-1.697626366441964185e+00,2.811456730030598372e+00,-1.681285368913641720e-02
-1.577886996809186648e+00,2.819361371701480490e+00,6.591974496928858229e-02
-1.459210408261020442e+00,2.837134028525075014e+00,1.486523436277135679e-01
-1.342408441187095569e+00,2.864653121672592562e+00,2.313849422861385674e-01
-1.228280112104644495e+00,2.901730399092163015e+00,3.141175409445635669e-01
-1.117606147762587376e+00,2.948112223299637069e+00,3.968501396029885386e-01
-1.011143644361889082e+00,3.003481306456722955e+00,4.795827382614135104e-01
-9.096208884272901640e-01,3.067458880867166560e+00,5.623153369198384821e-01
-8.137323747596820755e-01,3.139607290043093357e+00,6.450479355782634538e-01
-7.241340555502194798e-01,3.219432982616595496e+00,7.277805342366884256e-01
-7.241340555502194798e-01,3.219432982616595496e+00,7.277805342366884256e-01
-6.256239606247330221e-01,3.287958607004642264e+00,6.077805342366884300e-01
-5.196189339125815154e-01,3.344198577770602476e+00,4.877805342366884345e-01
-4.076436169105803198e-01,3.387344010695783947e+00,3.677805342366884389e-01
-2.913085201786097533e-01,3.416774356741372198e+00,2.477805342366884434e-01
-1.722868598038204691e-01,3.432066327236645620e+00,1.277805342366884478e-01
-5.229049198827753764e-02,3.432999981924917510e+00,7.780534236688466110e-03
6.695470811366907582e-02,3.419561892304487483e+00,-1.122194657633115156e-01
1.837336691887960227e-01,3.391945334767133335e+00,-2.322194657633114834e-01
2.963667911697064339e-01,3.350547510756282765e+00,-3.522194657633114789e-01
4.032341024662390860e-01,3.295963833926574882e+00,-4.722194657633114745e-01
4.032341024662390860e-01,3.295963833926574882e+00,-4.722194657633114745e-01
5.074304315262583298e-01,3.236439679078175757e+00,-5.190259738908971077e-01
6.087275415792045008e-01,3.172105430851268615e+00,-5.658324820184827963e-01
7.069035464466097984e-01,3.103102010151456813e+00,-6.126389901460684850e-01
8.017433965725105915e-01,3.029580565469672582e+00,-6.594454982736541737e-01
8.930393500785858141e-01,2.951702141799078305e+00,-7.062520064012398624e-01
9.805914278121975469e-01,2.869637327874183352e+00,-7.530585145288255511e-01
1.064207851390575943e+00,2.783565882504878353e+00,-7.998650226564112398e-01
1.143705463281632584e+00,2.693676340823885518e+00,-8.466715307839969284e-01
1.218910128001239768e+00,2.600165601310119090e+00,-8.934780389115826171e-01
1.289657113548169809e+00,2.503238494492560307e+00,-9.402845470391683058e-01
1.289657113548169809e+00,2.503238494492560307e+00,-9.402845470391683058e-01
1.371498689663049442e+00,2.415477703594617775e+00,-8.202845470391683103e-01
1.463257751193607570e+00,2.338145468226491719e+00,-7.002845470391683147e-01
1.563614552489496434e+00,2.272354036917715092e+00,-5.802845470391683191e-01
1.671125688945396259e+00,2.219049669948761405e+00,-4.602845470391683236e-01
1.784244857097269099e+00,2.178999029546536903e+00,-3.402845470391683280e-01
1.901345094684939285e+00,2.152778153189877752e+00,-2.202845470391683325e-01
2.020742180808223321e+00,2.140764168619007091e+00,-1.002845470391683508e-01
2.140718859618521375e+00,2.143129869709714974e+00,1.971545296083163090e-02
2.259549539143096197e+00,2.159841231225993141e+00,1.397154529608315987e-01
2.375525110005560769e+00,2.190657898195758957e+00,2.597154529608315943e-01
2.375525110005560769e+00,2.190657898195758957e+00,2.597154529608315943e-01
2.494355789530136036e+00,2.207369259712037124e+00,1.397154529608315987e-01
2.614332468340434090e+00,2.209734960802745007e+00,1.971545296083161702e-02
2.733729554463717903e+00,2.197720976231874346e+00,-1.002845470391683647e-01
2.850829792051388090e+00,2.171500099875215195e+00,-2.202845470391683325e-01
2.963948960203261151e+00,2.131449459472990693e+00,-3.402845470391683280e-01
3.071460096659161199e+00,2.078145092504037006e+00,-4.602845470391683236e-01
3.171816897955050063e+00,2.012353661195260379e+00,-5.802845470391683191e-01
3.263575959485608191e+00,1.935021425827134323e+00,-7.002845470391683147e-01
3.345417535600487824e+00,1.847260634929192014e+00,-8.202845470391683103e-01
3.416164521147417865e+00,1.750333528111633230e+00,-9.402845470391683058e-01
3.416164521147417865e+00,1.750333528111633230e+00,-9.402845470391683058e-01
3.482296821225475458e+00,1.650201021469755114e+00,-9.871114144759420839e-01
3.543669450365059870e+00,1.547082640991321423e+00,-1.033938281912715862e+00
3.600147857984294042e+00,1.441204458759118179e+00,-1.080765149349489640e+00
3.651608223371645146e+00,1.332798597320724143e+00,-1.127592016786263418e+00
3.697937727144864795e+00,1.222102720793514674e+00,-1.174418884223037196e+00
3.739034798591109876e+00,1.109359513820578957e+00,-1.221245751659810974e+00
3.774809338345987531e+00,9.948161495198624138e-01,-1.268072619096584752e+00
3.805182915923337017e+00,8.787237475929803310e-01,-1.314899486533358530e+00
3.830088941662685098e+00,7.613368237817187412e-01,-1.361726353970132308e+00
3.849472812717412928e+00,6.429127318792106083e-01,-1.408553221406906086e+00
3.849472812717412928e+00,6.429127318792106083e-01,-1.408553221406906086e+00
3.882894096734659684e+00,5.276607567350138916e-01,-1.288553221406906202e+00
3.929872104467226457e+00,4.172385361927747893e-01,-1.168553221406906317e+00
3.989731163994183927e+00,3.132342430479810869e-01,-1.048553221406906433e+00
4.061610338726524994e+00,2.171437427901637407e-01,-9.285532214069064372e-01
4.144475810024202289e+00,1.303490789759989554e-01,-8.085532214069064416e-01
4.237135746328729802e+00,5.409859567234456823e-02,-6.885532214069064461e-01
4.338257444952661857e+00,-1.051101713728887221e-02,-5.685532214069064505e-01
4.446386499980237161e+00,-6.255049694679179484e-02,-4.485532214069064549e-01
4.559967720592494445e+00,-1.012713740575931776e-01,-3.285532214069064594e-01
4.677367498954263070e+00,-1.261167366149700819e-01,-2.085532214069064638e-01
4.677367498954263070e+00,-1.261167366149700819e-01,-2.085532214069064638e-01
4.790948719566520353e+00,-1.648376137257714646e-01,-3.285532214069064594e-01
4.899077774594095658e+00,-2.168770935352744011e-01,-4.485532214069064549e-01
5.000199473218026824e+00,-2.814867063449078555e-01,-5.685532214069064505e-01
5.092859409522554337e+00,-3.577371896485622704e-01,-6.885532214069064461e-01
5.175724880820231633e+00,-4.445318534627270557e-01,-8.085532214069064416e-01
5.247604055552572255e+00,-5.406223537205444574e-01,-9.285532214069064372e-01
5.307463115079529281e+00,-6.446266468653381043e-01,-1.048553221406906433e+00
5.354441122812096054e+00,-7.550488674075772622e-01,-1.168553221406906317e+00
5.387862406829342810e+00,-8.703008425517739788e-01,-1.288553221406906202e+00
5.407246277884071084e+00,-9.887249344542821117e-01,-1.408553221406906086e+00
5.407246277884071084e+00,-9.887249344542821117e-01,-1.408553221406906086e+00
5.428404312117706354e+00,-1.106844947946358682e+00,-1.393552806085450069e+00
5.451331748798190269e+00,-1.224634305051584438e+00,-1.378552390763994051e+00
5.476023429063333836e+00,-1.342066502193952182e+00,-1.363551975442538033e+00
5.502473797081601781e+00,-1.459115116161389558e+00,-1.348551560121082016e+00
5.530676901302221893e+00,-1.575753810051199633e+00,-1.333551144799625998e+00
5.560626395794334265e+00,-1.691956339196080794e+00,-1.318550729478169981e+00
5.592315541674874879e+00,-1.807696557069393251e+00,-1.303550314156713963e+00
5.625737208624881802e+00,-1.922948421168342970e+00,-1.288549898835257945e+00
