-4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.033051133733776439e+00,-3.663549352437556195e-01,-1.164207158184072499e+00
2.033051133733776439e+00,-3.663549352437556195e-01,-1.164207158184072499e+00
5.793350626023777039e+00,-1.029960038674575529e+00,-9.901074945036048014e-01
5.793350626023777039e+00,-1.029960038674575529e+00,-9.901074945036048014e-01
5.793350626023777039e+00,-1.029960038674575529e+00,-9.901074945036048014e-01
5.793350626023777039e+00,-1.029960038674575529e+00,-9.901074945036048014e-01
5.793350626023777039e+00,-1.029960038674575529e+00,-9.901074945036048014e-01
5.793350626023777039e+00,-1.029960038674575529e+00,-9.901074945036048014e-01
5.793350626023777039e+00,-1.029960038674575529e+00,-9.901074945036048014e-01
5.793350626023777039e+00,-1.029960038674575529e+00,-9.901074945036048014e-01
5.793350626023777039e+00,-1.029960038674575529e+00,-9.901074945036048014e-01
5.793350626023777039e+00,-1.029960038674575529e+00,-9.901074945036048014e-01
6.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
